#time,accel_x,accel_y,accel_z
1196.928211,-7772.162391,-2368.659014,-306.438199
1196.928527,-7624.121203,-3552.988522,-229.828649
1196.928843,-7105.977043,-4219.173869,-153.219100
1196.929159,-6957.935855,-4811.338623,-459.657299
1196.929474,-7031.956449,-4219.173869,153.219100
1196.929790,-6883.915261,-4589.276840,2451.505594
1196.930106,-7624.121203,-3478.967927,1762.019645
1196.930422,-8290.306550,-3923.091493,3830.477490
1196.930738,-9178.553681,-3997.112087,4979.620737
1196.931053,-8956.491898,-4737.318029,6358.592633
1196.931369,-9474.636058,-3627.009116,6511.811733
1196.931685,-8364.327145,-4811.338623,6281.983084
1196.932001,-8438.347739,-5255.462188,5745.716235
1196.932317,-7920.203579,-5699.585753,4979.620737
1196.932632,-7402.059420,-5625.565159,3370.820191
1196.932948,-7550.100608,-6217.729913,2451.505594
1196.933264,-8882.471304,-3034.844362,1225.752797
1196.933580,-7476.080014,-2368.659014,153.219100
1196.933896,-7550.100608,-2294.638420,-919.314598
1196.934211,-8734.430116,296.082377,-1378.971896
1196.934527,-10807.006753,296.082377,-766.095498
1196.934843,-11399.171507,4071.132681,153.219100
1196.935159,-12065.356855,2812.782580,459.657299
1196.935475,-12509.480420,3775.050304,612.876398
1196.935790,-11547.212695,4367.215058,0.000000
1196.936106,-11843.295072,4737.318029,-229.828649
1196.936422,-12805.562797,4219.173869,-766.095498
1196.936738,-12657.521608,3775.050304,-1915.238745
1196.937054,-10584.944971,3404.947333,-3370.820191
1196.937370,-10436.903782,4071.132681,-4060.306139
1196.937685,-12213.398043,3701.029710,-4443.353888
1196.938001,-10584.944971,4293.194464,-5056.230287
1196.938317,-10881.027347,4071.132681,-5286.058936
1196.938633,-11769.274478,5625.565159,-3983.696590
1196.938949,-11177.109724,4441.235652,-3677.258390
1196.939264,-10658.965565,3701.029710,-2911.162892
1196.939580,-9252.574275,2812.782580,-2681.334243
1196.939896,-9696.697840,1924.535449,-1991.848295
1196.940212,-8734.430116,518.144159,-689.485948
1196.940528,-8586.388927,-666.185348,-842.705048
1196.940843,-7402.059420,-1332.370696,-842.705048
1196.941159,-7254.018232,-2516.700203,-536.266849
1196.941475,-7402.059420,-3701.029710,383.047749
1196.941791,-7402.059420,-4589.276840,153.219100
1196.942107,-7402.059420,-4737.318029,919.314598
1196.942422,-6883.915261,-4071.132681,1685.410096
1196.942738,-8142.265362,-3627.009116,2681.334243
1196.943054,-7698.141797,-3849.070898,4366.744339
1196.943370,-8586.388927,-4145.153275,5132.839837
1196.943686,-8586.388927,-5551.544565,5898.935335
1196.944001,-8660.409521,-5033.400406,5439.278036
1196.944317,-8290.306550,-5255.462188,5592.497135
1196.944633,-7772.162391,-5181.441594,4979.620737
1196.944949,-7105.977043,-5847.626942,3753.867940
1196.945265,-7402.059420,-5181.441594,2451.505594
1196.945581,-7254.018232,-5699.585753,1915.238745
1196.945896,-7772.162391,-4515.256246,1149.143247
1196.946212,-9548.656652,-3849.070898,153.219100
1196.946528,-8660.409521,-2072.576638,-383.047749
1196.946844,-8660.409521,74.020594,-919.314598
1196.947160,-11103.089130,740.205942,0.000000
1196.947475,-12731.542202,3182.885551,1685.410096
1196.947791,-10881.027347,3108.864956,612.876398
1196.948107,-11325.150913,4515.256246,306.438199
1196.948423,-13175.665768,3182.885551,0.000000
1196.948739,-13101.645173,4737.318029,-153.219100
1196.949054,-11843.295072,3552.988522,-919.314598
1196.949370,-12213.398043,3627.009116,-1991.848295
1196.949686,-11251.130318,2738.761985,-2911.162892
1196.950002,-10362.883188,4441.235652,-4519.963438
1196.950318,-11325.150913,2516.700203,-6588.421283
1196.950633,-11177.109724,4515.256246,-5515.887586
1196.950949,-11103.089130,4589.276840,-4979.620737
1196.951265,-10362.883188,5551.544565,-4519.963438
1196.951581,-11103.089130,4293.194464,-3830.477490
1196.951897,-10510.924376,2960.823768,-3064.381992
1196.952213,-9992.780217,2442.679609,-2911.162892
1196.952528,-9696.697840,2220.617826,-2145.067394
1196.952844,-9030.512492,2368.659014,-1455.581446
1196.953160,-8290.306550,0.000000,1072.533697
1196.953476,-7846.182985,-888.247130,-612.876398
1196.953792,-7920.203579,-3330.926739,0.000000
1196.954107,-7846.182985,-2368.659014,842.705048
1196.954423,-7476.080014,-4145.153275,995.924147
1196.954739,-7550.100608,-3997.112087,1225.752797
1196.955055,-6809.894666,-4663.297435,1608.800546
1196.955371,-7772.162391,-4367.215058,2834.553343
1196.955686,-7846.182985,-4441.235652,3983.696590
1196.956002,-8512.368333,-5477.523971,4903.011187
1196.956318,-7772.162391,-6439.791695,3677.258390
1196.956634,-7920.203579,-5551.544565,4903.011187
1196.956950,-8068.244768,-5329.482782,5056.230287
1196.957265,-7994.224174,-5329.482782,4903.011187
1196.957581,-7550.100608,-5921.647536,3983.696590
1196.957897,-7920.203579,-5625.565159,2528.115143
1196.958213,-7772.162391,-4737.318029,2298.286494
1196.958529,-8808.450710,-3552.988522,1915.238745
1196.958845,-8586.388927,-2960.823768,919.314598
1196.959160,-9030.512492,-1776.494261,229.828649
1196.959476,-9178.553681,-444.123565,153.219100
1196.959792,-10732.986159,1776.494261,76.609550
1196.960108,-11843.295072,2442.679609,536.266849
1196.960424,-11621.233289,2442.679609,689.485948
1196.960739,-12139.377449,3552.988522,-1149.143247
1196.961055,-12435.459826,2516.700203,-229.828649
1196.961371,-12065.356855,5107.421000,-612.876398
1196.961687,-11473.192101,4441.235652,-1225.752797
1196.962003,-12583.501014,3034.844362,-2604.724693
1196.962318,-11251.130318,3182.885551,-3830.477490
1196.962634,-11399.171507,4441.235652,-4673.182538
1196.962950,-10881.027347,3997.112087,-4903.011187
1196.963266,-11843.295072,5033.400406,-4903.011187
1196.963582,-11325.150913,4145.153275,-4826.401637
1196.963897,-10584.944971,4959.379811,-4903.011187
1196.964213,-10955.047942,4811.338623,-3753.867940
1196.964529,-11177.109724,4441.235652,-2834.553343
1196.964845,-10214.842000,2886.803174,-2298.286494
1196.965161,-10140.821405,1776.494261,-1991.848295
1196.965477,-8808.450710,1702.473667,-1225.752797
1196.965792,-8660.409521,0.000000,-459.657299
1196.966108,-8068.244768,-1998.556043,-306.438199
1196.966424,-7624.121203,-3923.091493,-612.876398
1196.966740,-6143.709319,-3627.009116,229.828649
1196.967056,-6291.750507,-4071.132681,-689.485948
1196.967371,-7328.038826,-4589.276840,153.219100
1196.967687,-6809.894666,-4293.194464,919.314598
1196.968003,-7550.100608,-4441.235652,2068.457845
1196.968319,-8290.306550,-4219.173869,4366.744339
1196.968635,-8956.491898,-4515.256246,4826.401637
1196.968950,-8882.471304,-4219.173869,6435.202183
1196.969266,-8956.491898,-4367.215058,6741.640382
1196.969582,-8586.388927,-5847.626942,5669.106685
1196.969898,-7994.224174,-5329.482782,5439.278036
1196.970214,-7698.141797,-5625.565159,5132.839837
1196.970530,-7550.100608,-5551.544565,3447.429741
1196.970845,-7328.038826,-4959.379811,2298.286494
1196.971161,-7476.080014,-4589.276840,1532.190996
1196.971477,-7920.203579,-3701.029710,153.219100
1196.971793,-9178.553681,-3330.926739,-919.314598
1196.972109,-8438.347739,-1480.411884,-1225.752797
1196.972424,-10140.821405,962.267725,-766.095498
1196.972740,-11843.295072,3034.844362,-229.828649
1196.973056,-10881.027347,3552.988522,459.657299
1196.973372,-12361.439231,3775.050304,459.657299
1196.973688,-13027.624579,3775.050304,612.876398
1196.974003,-13175.665768,3552.988522,919.314598
1196.974319,-11843.295072,4737.318029,-229.828649
1196.974635,-12879.583391,3034.844362,-1991.848295
1196.974951,-10288.862594,3552.988522,-3064.381992
1196.975267,-11547.212695,3701.029710,-4136.915689
1196.975583,-10214.842000,4959.379811,-3983.696590
1196.975898,-10140.821405,3552.988522,-5822.325785
1196.976214,-10436.903782,4737.318029,-5745.716235
1196.976530,-10732.986159,4959.379811,-5056.230287
1196.976846,-10955.047942,5329.482782,-3064.381992
1196.977162,-11843.295072,3627.009116,-2987.772442
1196.977477,-9770.718434,2886.803174,-3064.381992
1196.977793,-9844.739029,2442.679609,-2451.505594
1196.978109,-9474.636058,2664.741391,-1072.533697
1196.978425,-9548.656652,1184.329507,-1225.752797
1196.978741,-8068.244768,-592.164754,76.609550
1196.979056,-7994.224174,-2146.597232,76.609550
1196.979372,-8512.368333,-3701.029710,689.485948
1196.979688,-7402.059420,-4515.256246,995.924147
1196.980004,-7402.059420,-5255.462188,1225.752797
1196.980320,-6291.750507,-4663.297435,1225.752797
1196.980635,-7402.059420,-5255.462188,1608.800546
1196.980951,-7624.121203,-4737.318029,2987.772442
1196.981267,-7994.224174,-5551.544565,3753.867940
1196.981583,-7550.100608,-5477.523971,4903.011187
1196.981899,-8512.368333,-5403.503377,5056.230287
1196.982215,-8734.430116,-5255.462188,5669.106685
1196.982530,-7846.182985,-4811.338623,5669.106685
1196.982846,-7846.182985,-5329.482782,4213.525239
1196.983162,-8068.244768,-5477.523971,3447.429741
1196.983478,-7994.224174,-4589.276840,3064.381992
1196.983794,-8734.430116,-4071.132681,2451.505594
1196.984109,-8512.368333,-3256.906145,1455.581446
1196.984425,-8882.471304,-3034.844362,0.000000
1196.984741,-9400.615463,-814.226536,-842.705048
1196.985057,-9770.718434,962.267725,-383.047749
1196.985373,-10807.006753,2368.659014,0.000000
1196.985688,-11251.130318,2738.761985,-383.047749
1196.986004,-11843.295072,3923.091493,-612.876398
1196.986320,-12065.356855,3923.091493,-383.047749
1196.986636,-13027.624579,5033.400406,-459.657299
1196.986952,-12065.356855,3997.112087,-1149.143247
1196.987268,-11251.130318,4737.318029,-919.314598
1196.987583,-11769.274478,3627.009116,-3064.381992
1196.987899,-11473.192101,3849.070898,-3753.867940
1196.988215,-11695.253884,4367.215058,-4596.572988
1196.988531,-10955.047942,3404.947333,-5056.230287
1196.988847,-10881.027347,4737.318029,-4903.011187
1196.989162,-10510.924376,4293.194464,-4903.011187
1196.989478,-11547.212695,4885.359217,-4060.306139
1196.989794,-11251.130318,2886.803174,-3064.381992
1196.990110,-9918.759623,2516.700203,-2757.943793
